NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
6,Município,1006,Hectares,1138,2414159,Tenente Laurentino Cruz - RN,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414209,Tibau do Sul - RN,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,18268,2414209,Tibau do Sul - RN,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,2080,2414209,Tibau do Sul - RN,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414308,Timbaúba dos Batistas - RN,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,152,2414308,Timbaúba dos Batistas - RN,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,98,2414308,Timbaúba dos Batistas - RN,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414407,Touros - RN,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,118384,2414407,Touros - RN,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,4020,2414407,Touros - RN,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414456,Triunfo Potiguar - RN,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,311,2414456,Triunfo Potiguar - RN,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,132,2414456,Triunfo Potiguar - RN,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414506,Umarizal - RN,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1039,2414506,Umarizal - RN,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,524,2414506,Umarizal - RN,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414605,Upanema - RN,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,4826,2414605,Upanema - RN,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1495,2414605,Upanema - RN,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414704,Várzea - RN,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,809,2414704,Várzea - RN,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,69,2414704,Várzea - RN,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414753,Venha-Ver - RN,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,833,2414753,Venha-Ver - RN,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,805,2414753,Venha-Ver - RN,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414803,Vera Cruz - RN,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,12822,2414803,Vera Cruz - RN,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1905,2414803,Vera Cruz - RN,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414902,Viçosa - RN,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,194,2414902,Viçosa - RN,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,170,2414902,Viçosa - RN,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2415008,Vila Flor - RN,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,3467,2415008,Vila Flor - RN,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,430,2415008,Vila Flor - RN,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500106,Água Branca - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1155,2500106,Água Branca - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1766,2500106,Água Branca - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500205,Aguiar - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,379,2500205,Aguiar - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,299,2500205,Aguiar - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500304,Alagoa Grande - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,14913,2500304,Alagoa Grande - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,4835,2500304,Alagoa Grande - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500403,Alagoa Nova - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,6403,2500403,Alagoa Nova - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1160,2500403,Alagoa Nova - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500502,Alagoinha - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,5905,2500502,Alagoinha - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1099,2500502,Alagoinha - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500536,Alcantil - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,59,2500536,Alcantil - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,90,2500536,Alcantil - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500577,Algodão de Jandaíra - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,14,2500577,Algodão de Jandaíra - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,80,2500577,Algodão de Jandaíra - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500601,Alhandra - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,20076,2500601,Alhandra - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,2695,2500601,Alhandra - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500700,São João do Rio do Peixe - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,4732,2500700,São João do Rio do Peixe - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1835,2500700,São João do Rio do Peixe - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500734,Amparo - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,698,2500734,Amparo - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,305,2500734,Amparo - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500775,Aparecida - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,968,2500775,Aparecida - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,406,2500775,Aparecida - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500809,Araçagi - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,67483,2500809,Araçagi - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,4040,2500809,Araçagi - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500908,Arara - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,2394,2500908,Arara - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1480,2500908,Arara - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2501005,Araruna - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,4683,2501005,Araruna - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1945,2501005,Araruna - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2501104,Areia - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,6774,2501104,Areia - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1770,2501104,Areia - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2501153,Areia de Baraúnas - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,440,2501153,Areia de Baraúnas - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,357,2501153,Areia de Baraúnas - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2501203,Areial - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1670,2501203,Areial - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1505,2501203,Areial - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2501302,Aroeiras - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,267,2501302,Aroeiras - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,393,2501302,Aroeiras - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2501351,Assunção - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,508,2501351,Assunção - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,525,2501351,Assunção - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2501401,Baía da Traição - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,11891,2501401,Baía da Traição - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1439,2501401,Baía da Traição - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2501500,Bananeiras - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,5947,2501500,Bananeiras - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1959,2501500,Bananeiras - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2501534,Baraúna - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,50,2501534,Baraúna - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,185,2501534,Baraúna - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2501575,Barra de Santana - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,280,2501575,Barra de Santana - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,129,2501575,Barra de Santana - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2501609,Barra de Santa Rosa - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,46,2501609,Barra de Santa Rosa - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,184,2501609,Barra de Santa Rosa - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2501708,Barra de São Miguel - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,4889,2501708,Barra de São Miguel - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,310,2501708,Barra de São Miguel - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2501807,Bayeux - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,116,2501807,Bayeux - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,7,2501807,Bayeux - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2501906,Belém - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,3357,2501906,Belém - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1097,2501906,Belém - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2502003,Belém do Brejo do Cruz - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,184,2502003,Belém do Brejo do Cruz - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,182,2502003,Belém do Brejo do Cruz - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2502052,Bernardino Batista - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,636,2502052,Bernardino Batista - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,531,2502052,Bernardino Batista - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2502102,Boa Ventura - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,2115,2502102,Boa Ventura - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1640,2502102,Boa Ventura - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2502151,Boa Vista - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,53,2502151,Boa Vista - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,575,2502151,Boa Vista - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2502201,Bom Jesus - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,424,2502201,Bom Jesus - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,262,2502201,Bom Jesus - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2502300,Bom Sucesso - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,698,2502300,Bom Sucesso - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,826,2502300,Bom Sucesso - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2502409,Bonito de Santa Fé - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,2519,2502409,Bonito de Santa Fé - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1352,2502409,Bonito de Santa Fé - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2502508,Boqueirão - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,8502,2502508,Boqueirão - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,465,2502508,Boqueirão - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2502607,Igaracy - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,830,2502607,Igaracy - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,485,2502607,Igaracy - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2502706,Borborema - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,2169,2502706,Borborema - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,575,2502706,Borborema - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2502805,Brejo do Cruz - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,272,2502805,Brejo do Cruz - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,275,2502805,Brejo do Cruz - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2502904,Brejo dos Santos - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,123,2502904,Brejo dos Santos - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,85,2502904,Brejo dos Santos - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2503001,Caaporã - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,8441,2503001,Caaporã - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1172,2503001,Caaporã - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2503100,Cabaceiras - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1899,2503100,Cabaceiras - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,104,2503100,Cabaceiras - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2503209,Cabedelo - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,...,2503209,Cabedelo - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,...,2503209,Cabedelo - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2503308,Cachoeira dos Índios - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,407,2503308,Cachoeira dos Índios - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,600,2503308,Cachoeira dos Índios - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2503407,Cacimba de Areia - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1242,2503407,Cacimba de Areia - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,692,2503407,Cacimba de Areia - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2503506,Cacimba de Dentro - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,7686,2503506,Cacimba de Dentro - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,3893,2503506,Cacimba de Dentro - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2503555,Cacimbas - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,3324,2503555,Cacimbas - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1821,2503555,Cacimbas - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2503605,Caiçara - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,957,2503605,Caiçara - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,432,2503605,Caiçara - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2503704,Cajazeiras - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,829,2503704,Cajazeiras - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,475,2503704,Cajazeiras - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2503753,Cajazeirinhas - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,363,2503753,Cajazeirinhas - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,222,2503753,Cajazeirinhas - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2503803,Caldas Brandão - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1847,2503803,Caldas Brandão - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,586,2503803,Caldas Brandão - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2503902,Camalaú - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,583,2503902,Camalaú - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,509,2503902,Camalaú - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2504009,Campina Grande - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1110,2504009,Campina Grande - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1495,2504009,Campina Grande - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2504033,Capim - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,18216,2504033,Capim - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,2293,2504033,Capim - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2504074,Caraúbas - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,237,2504074,Caraúbas - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,17,2504074,Caraúbas - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2504108,Carrapateira - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,334,2504108,Carrapateira - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,247,2504108,Carrapateira - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2504157,Casserengue - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,2211,2504157,Casserengue - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1478,2504157,Casserengue - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2504207,Catingueira - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,908,2504207,Catingueira - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,830,2504207,Catingueira - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2504306,Catolé do Rocha - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,922,2504306,Catolé do Rocha - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,609,2504306,Catolé do Rocha - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2504355,Caturité - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,604,2504355,Caturité - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,374,2504355,Caturité - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2504405,Conceição - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,5914,2504405,Conceição - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,2070,2504405,Conceição - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2504504,Condado - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,514,2504504,Condado - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,352,2504504,Condado - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2504603,Conde - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,9216,2504603,Conde - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1085,2504603,Conde - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2504702,Congo - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,5721,2504702,Congo - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,105,2504702,Congo - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2504801,Coremas - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1164,2504801,Coremas - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,907,2504801,Coremas - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2504850,Coxixola - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,49,2504850,Coxixola - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,57,2504850,Coxixola - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2504900,Cruz do Espírito Santo - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,58137,2504900,Cruz do Espírito Santo - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,6656,2504900,Cruz do Espírito Santo - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2505006,Cubati - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,289,2505006,Cubati - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,607,2505006,Cubati - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2505105,Cuité - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,698,2505105,Cuité - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,920,2505105,Cuité - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2505204,Cuitegi - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,2135,2505204,Cuitegi - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,455,2505204,Cuitegi - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2505238,Cuité de Mamanguape - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,20246,2505238,Cuité de Mamanguape - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1652,2505238,Cuité de Mamanguape - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2505279,Curral de Cima - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,17747,2505279,Curral de Cima - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1211,2505279,Curral de Cima - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2505303,Curral Velho - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,203,2505303,Curral Velho - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,254,2505303,Curral Velho - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2505352,Damião - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,6,2505352,Damião - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,2,2505352,Damião - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2505402,Desterro - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,2092,2505402,Desterro - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1427,2505402,Desterro - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2505501,Vista Serrana - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,257,2505501,Vista Serrana - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,155,2505501,Vista Serrana - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2505600,Diamante - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,380,2505600,Diamante - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,322,2505600,Diamante - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2505709,Dona Inês - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,5023,2505709,Dona Inês - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,2195,2505709,Dona Inês - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2505808,Duas Estradas - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,5428,2505808,Duas Estradas - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,468,2505808,Duas Estradas - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2505907,Emas - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,986,2505907,Emas - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,740,2505907,Emas - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2506004,Esperança - PB,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1288,2506004,Esperança - PB,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,2637,2506004,Esperança - PB,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2506103,Fagundes - PB,2021,2021,214,Quantidade produzida,0,Total
